,entry,country,area,date,number,position,year,month,day
2341,2341,雲林縣,二崙鄉,2010/4/20,5.593220339,雲林縣二崙鄉,2010,4,20
2342,2342,雲林縣,西螺鎮,2010/4/20,4.999999999,雲林縣西螺鎮,2010,4,20
2343,2343,桃園市,新屋區,2010/4/20,0.0,桃園市新屋區,2010,4,20
2344,2344,桃園市,楊梅區,2010/4/20,0.0,桃園市楊梅區,2010,4,20
2345,2345,臺中市,梧棲區,2010/4/20,0.0,臺中市梧棲區,2010,4,20
2346,2346,臺中市,龍井區,2010/4/20,0.0,臺中市龍井區,2010,4,20
2347,2347,高雄市,美濃區,2010/4/21,24.99999998,高雄市美濃區,2010,4,21
2348,2348,花蓮縣,玉里鎮,2010/4/21,8.866666666,花蓮縣玉里鎮,2010,4,21
2349,2349,宜蘭縣,頭城鎮,2010/4/21,3.8,宜蘭縣頭城鎮,2010,4,21
2350,2350,宜蘭縣,壯圍鄉,2010/4/21,0.333333333,宜蘭縣壯圍鄉,2010,4,21
2351,2351,宜蘭縣,礁溪鄉,2010/4/21,0.125,宜蘭縣礁溪鄉,2010,4,21
2352,2352,宜蘭縣,三星鄉,2010/4/21,0.1,宜蘭縣三星鄉,2010,4,21
2353,2353,花蓮縣,富里鄉,2010/4/22,21.99999998,花蓮縣富里鄉,2010,4,22
2354,2354,彰化縣,社頭鄉,2010/4/22,20.72748267,彰化縣社頭鄉,2010,4,22
2355,2355,彰化縣,田中鎮,2010/4/22,16.61849711,彰化縣田中鎮,2010,4,22
2356,2356,雲林縣,大埤鄉,2010/4/22,11.33507853,雲林縣大埤鄉,2010,4,22
2357,2357,嘉義縣,大林鎮,2010/4/22,10.66666667,嘉義縣大林鎮,2010,4,22
2358,2358,南投縣,南投市,2010/4/22,6.499999999,南投縣南投市,2010,4,22
2359,2359,南投縣,草屯鎮,2010/4/22,5.416666666,南投縣草屯鎮,2010,4,22
2360,2360,雲林縣,斗南鎮,2010/4/22,5.389610389,雲林縣斗南鎮,2010,4,22
2361,2361,嘉義縣,溪口鄉,2010/4/22,2.96,嘉義縣溪口鄉,2010,4,22
2362,2362,屏東縣,萬丹鄉,2010/4/22,1.0,屏東縣萬丹鄉,2010,4,22
2363,2363,台東縣,池上鄉,2010/4/22,1.0,台東縣池上鄉,2010,4,22
2364,2364,台東縣,鹿野鄉,2010/4/22,1.0,台東縣鹿野鄉,2010,4,22
2365,2365,台東縣,關山鎮,2010/4/22,1.0,台東縣關山鎮,2010,4,22
2366,2366,臺中市,外埔區,2010/4/22,0.833333333,臺中市外埔區,2010,4,22
2367,2367,臺中市,大安區,2010/4/22,0.454545455,臺中市大安區,2010,4,22
2368,2368,臺南市,歸仁區,2010/4/22,0.0,臺南市歸仁區,2010,4,22
2369,2369,臺中市,大甲區,2010/4/22,0.0,臺中市大甲區,2010,4,22
2370,2370,臺中市,后里區,2010/4/22,0.0,臺中市后里區,2010,4,22
2371,2371,臺中市,清水區,2010/4/22,0.0,臺中市清水區,2010,4,22
2372,2372,南投縣,南投市,2010/4/23,1.375,南投縣南投市,2010,4,23
2373,2373,南投縣,名間鄉,2010/4/23,1.166666666,南投縣名間鄉,2010,4,23
2374,2374,雲林縣,大埤鄉,2010/4/26,12.83018868,雲林縣大埤鄉,2010,4,26
2375,2375,臺中市,烏日區,2010/4/26,3.5,臺中市烏日區,2010,4,26
2376,2376,臺中市,霧峰區,2010/4/26,3.5,臺中市霧峰區,2010,4,26
2377,2377,雲林縣,莿桐鄉,2010/4/26,2.6190476190000003,雲林縣莿桐鄉,2010,4,26
2378,2378,雲林縣,斗六市,2010/4/26,2.183098591,雲林縣斗六市,2010,4,26
2379,2379,雲林縣,斗南鎮,2010/4/26,1.4754098359999999,雲林縣斗南鎮,2010,4,26
2380,2380,雲林縣,林內鄉,2010/4/26,0.6521739129999999,雲林縣林內鄉,2010,4,26
2381,2381,臺中市,大肚區,2010/4/26,0.454545455,臺中市大肚區,2010,4,26
2382,2382,高雄市,大寮區,2010/4/26,0.0,高雄市大寮區,2010,4,26
2383,2383,高雄市,林園區,2010/4/26,0.0,高雄市林園區,2010,4,26
2384,2384,臺南市,白河區,2010/4/27,13.39116719,臺南市白河區,2010,4,27
2385,2385,彰化縣,彰化市,2010/4/27,13.28125,彰化縣彰化市,2010,4,27
2386,2386,嘉義縣,朴子市,2010/4/27,12.8625,嘉義縣朴子市,2010,4,27
2387,2387,嘉義縣,鹿草鄉,2010/4/27,12.75,嘉義縣鹿草鄉,2010,4,27
2388,2388,彰化縣,和美鎮,2010/4/27,12.05128205,彰化縣和美鎮,2010,4,27
2389,2389,臺南市,後壁區,2010/4/27,9.805825242000001,臺南市後壁區,2010,4,27
2390,2390,臺南市,西港區,2010/4/27,9.5,臺南市西港區,2010,4,27
2391,2391,嘉義縣,水上鄉,2010/4/27,6.0,嘉義縣水上鄉,2010,4,27
2392,2392,花蓮縣,玉里鎮,2010/4/27,4.566666666000001,花蓮縣玉里鎮,2010,4,27
2393,2393,臺中市,外埔區,2010/4/27,1.9230769230000002,臺中市外埔區,2010,4,27
2394,2394,臺中市,后里區,2010/4/27,0.833333333,臺中市后里區,2010,4,27
2395,2395,彰化縣,秀水鄉,2010/4/27,0.6521739129999999,彰化縣秀水鄉,2010,4,27
2396,2396,彰化縣,花壇鄉,2010/4/27,0.531914894,彰化縣花壇鄉,2010,4,27
2397,2397,臺中市,清水區,2010/4/27,0.454545455,臺中市清水區,2010,4,27
2398,2398,臺中市,大安區,2010/4/27,0.454545455,臺中市大安區,2010,4,27
2399,2399,臺南市,歸仁區,2010/4/27,0.0,臺南市歸仁區,2010,4,27
2400,2400,臺中市,大甲區,2010/4/27,0.0,臺中市大甲區,2010,4,27
2401,2401,花蓮縣,富里鄉,2010/4/28,15.24999998,花蓮縣富里鄉,2010,4,28
2402,2402,彰化縣,田尾鄉,2010/4/28,11.95652173,彰化縣田尾鄉,2010,4,28
2403,2403,彰化縣,溪湖鎮,2010/4/28,10.77777778,彰化縣溪湖鎮,2010,4,28
2404,2404,高雄市,美濃區,2010/4/28,5.0,高雄市美濃區,2010,4,28
2405,2405,彰化縣,大村鄉,2010/4/28,3.0,彰化縣大村鄉,2010,4,28
2406,2406,桃園市,八德區,2010/4/28,0.0,桃園市八德區,2010,4,28
2407,2407,桃園市,大溪區,2010/4/28,0.0,桃園市大溪區,2010,4,28
2408,2408,桃園市,楊梅區,2010/4/28,0.0,桃園市楊梅區,2010,4,28
2409,2409,桃園市,龍潭區,2010/4/28,0.0,桃園市龍潭區,2010,4,28
2410,2410,雲林縣,水林鄉,2010/4/29,11.4516129,雲林縣水林鄉,2010,4,29
2411,2411,花蓮縣,玉里鎮,2010/4/29,10.0,花蓮縣玉里鎮,2010,4,29
2412,2412,宜蘭縣,頭城鎮,2010/4/29,8.749999999,宜蘭縣頭城鎮,2010,4,29
2413,2413,南投縣,草屯鎮,2010/4/29,8.166666666,南投縣草屯鎮,2010,4,29
2414,2414,花蓮縣,富里鄉,2010/4/29,8.0,花蓮縣富里鄉,2010,4,29
2415,2415,雲林縣,東勢鄉,2010/4/29,7.535211267,雲林縣東勢鄉,2010,4,29
2416,2416,雲林縣,元長鄉,2010/4/29,6.249999999,雲林縣元長鄉,2010,4,29
2417,2417,雲林縣,土庫鎮,2010/4/29,5.220588235,雲林縣土庫鎮,2010,4,29
2418,2418,宜蘭縣,礁溪鄉,2010/4/29,4.666666666,宜蘭縣礁溪鄉,2010,4,29
2419,2419,宜蘭縣,壯圍鄉,2010/4/29,4.0,宜蘭縣壯圍鄉,2010,4,29
2420,2420,南投縣,名間鄉,2010/4/29,3.0,南投縣名間鄉,2010,4,29
2421,2421,雲林縣,北港鎮,2010/4/29,1.9230769230000002,雲林縣北港鎮,2010,4,29
2422,2422,宜蘭縣,三星鄉,2010/4/29,0.3,宜蘭縣三星鄉,2010,4,29
2423,2423,屏東縣,東港鎮,2010/4/29,0.0,屏東縣東港鎮,2010,4,29
2424,2424,屏東縣,屏東市,2010/4/29,0.0,屏東縣屏東市,2010,4,29
2425,2425,屏東縣,萬丹鄉,2010/4/29,0.0,屏東縣萬丹鄉,2010,4,29
2426,2426,南投縣,名間鄉,2010/4/30,54.99999982,南投縣名間鄉,2010,4,30
2427,2427,南投縣,南投市,2010/4/30,10.41666667,南投縣南投市,2010,4,30
2428,2428,高雄市,大寮區,2010/4/6,14.99999998,高雄市大寮區,2010,4,6
2429,2429,嘉義縣,大林鎮,2010/4/6,6.25,嘉義縣大林鎮,2010,4,6
2430,2430,花蓮縣,玉里鎮,2010/4/6,1.603666667,花蓮縣玉里鎮,2010,4,6
2431,2431,嘉義縣,溪口鄉,2010/4/6,0.41666666700000005,嘉義縣溪口鄉,2010,4,6
2432,2432,南投縣,草屯鎮,2010/4/6,0.166666667,南投縣草屯鎮,2010,4,6
2433,2433,宜蘭縣,三星鄉,2010/4/6,0.0,宜蘭縣三星鄉,2010,4,6
2434,2434,宜蘭縣,壯圍鄉,2010/4/6,0.0,宜蘭縣壯圍鄉,2010,4,6
2435,2435,宜蘭縣,礁溪鄉,2010/4/6,0.0,宜蘭縣礁溪鄉,2010,4,6
2436,2436,彰化縣,二水鄉,2010/4/7,26.62162161,彰化縣二水鄉,2010,4,7
2437,2437,花蓮縣,富里鄉,2010/4/7,22.89999998,花蓮縣富里鄉,2010,4,7
2438,2438,彰化縣,溪州鄉,2010/4/7,16.99999999,彰化縣溪州鄉,2010,4,7
2439,2439,彰化縣,社頭鄉,2010/4/7,8.999999994,彰化縣社頭鄉,2010,4,7
2440,2440,嘉義縣,民雄鄉,2010/4/7,6.8833333329999995,嘉義縣民雄鄉,2010,4,7
2441,2441,嘉義市,西區,2010/4/7,0.3,嘉義市西區,2010,4,7
2442,2442,臺南市,白河區,2010/4/8,10.7,臺南市白河區,2010,4,8
2443,2443,高雄市,美濃區,2010/4/8,8.333333324,高雄市美濃區,2010,4,8
2444,2444,臺南市,西港區,2010/4/8,4.025,臺南市西港區,2010,4,8
2445,2445,臺南市,下營區,2010/4/8,2.2,臺南市下營區,2010,4,8
2446,2446,嘉義縣,朴子市,2010/4/8,2.15,嘉義縣朴子市,2010,4,8
2447,2447,臺南市,後壁區,2010/4/8,1.133333333,臺南市後壁區,2010,4,8
2448,2448,嘉義縣,太保市,2010/4/8,0.375,嘉義縣太保市,2010,4,8
2449,2449,臺中市,霧峰區,2010/4/8,0.23809523800000001,臺中市霧峰區,2010,4,8
2450,2450,南投縣,名間鄉,2010/4/8,0.0,南投縣名間鄉,2010,4,8
2451,2451,南投縣,南投市,2010/4/8,0.0,南投縣南投市,2010,4,8
2452,2452,嘉義縣,布袋鎮,2010/4/8,0.0,嘉義縣布袋鎮,2010,4,8
2453,2453,臺中市,烏日區,2010/4/8,0.0,臺中市烏日區,2010,4,8
2454,2454,雲林縣,元長鄉,2010/4/9,7.477064219,雲林縣元長鄉,2010,4,9
2455,2455,南投縣,名間鄉,2010/4/9,3.0,南投縣名間鄉,2010,4,9
2456,2456,雲林縣,崙背鄉,2010/4/9,0.660377358,雲林縣崙背鄉,2010,4,9
2457,2457,雲林縣,斗南鎮,2010/4/9,0.6310679610000001,雲林縣斗南鎮,2010,4,9
2458,2458,雲林縣,水林鄉,2010/4/9,0.28301886800000003,雲林縣水林鄉,2010,4,9
2459,2459,雲林縣,二崙鄉,2010/4/9,0.0,雲林縣二崙鄉,2010,4,9
2460,2460,雲林縣,台西鄉,2010/4/9,0.0,雲林縣台西鄉,2010,4,9
2461,2461,高雄市,林園區,2009/5/11,0.0,高雄市林園區,2009,5,11
2462,2462,雲林縣,水林鄉,2010/5/11,18.90243902,雲林縣水林鄉,2010,5,11
2463,2463,雲林縣,北港鎮,2010/5/11,18.52941176,雲林縣北港鎮,2010,5,11
2464,2464,雲林縣,元長鄉,2010/5/11,16.875,雲林縣元長鄉,2010,5,11
2465,2465,宜蘭縣,頭城鎮,2010/5/11,14.15,宜蘭縣頭城鎮,2010,5,11
2466,2466,彰化縣,社頭鄉,2010/5/11,9.375,彰化縣社頭鄉,2010,5,11
2467,2467,雲林縣,土庫鎮,2010/5/11,8.888888888,雲林縣土庫鎮,2010,5,11
2468,2468,彰化縣,二林鎮,2010/5/11,8.5,彰化縣二林鎮,2010,5,11
2469,2469,雲林縣,大埤鄉,2010/5/11,8.017241379,雲林縣大埤鄉,2010,5,11
2470,2470,雲林縣,虎尾鎮,2010/5/11,7.5,雲林縣虎尾鎮,2010,5,11
2471,2471,彰化縣,大城鄉,2010/5/11,7.499999999,彰化縣大城鄉,2010,5,11
2472,2472,雲林縣,斗南鎮,2010/5/11,6.944444444,雲林縣斗南鎮,2010,5,11
2473,2473,宜蘭縣,壯圍鄉,2010/5/11,6.0,宜蘭縣壯圍鄉,2010,5,11
2474,2474,宜蘭縣,礁溪鄉,2010/5/11,4.0,宜蘭縣礁溪鄉,2010,5,11
2475,2475,花蓮縣,玉里鎮,2010/5/11,3.483333333,花蓮縣玉里鎮,2010,5,11
2476,2476,南投縣,名間鄉,2010/5/11,3.0,南投縣名間鄉,2010,5,11
2477,2477,雲林縣,褒忠鄉,2010/5/11,2.083333333,雲林縣褒忠鄉,2010,5,11
2478,2478,雲林縣,東勢鄉,2010/5/11,1.8,雲林縣東勢鄉,2010,5,11
2479,2479,彰化縣,芳苑鄉,2010/5/11,1.3636363630000001,彰化縣芳苑鄉,2010,5,11
2480,2480,宜蘭縣,三星鄉,2010/5/11,0.208333333,宜蘭縣三星鄉,2010,5,11
2481,2481,桃園市,大溪區,2010/5/11,0.0,桃園市大溪區,2010,5,11
2482,2482,桃園市,平鎮區,2010/5/11,0.0,桃園市平鎮區,2010,5,11
2483,2483,桃園市,龍潭區,2010/5/11,0.0,桃園市龍潭區,2010,5,11
2484,2484,嘉義縣,太保市,2010/5/11,0.0,嘉義縣太保市,2010,5,11
2485,2485,南投縣,南投市,2011/5/11,2.9999999980000003,南投縣南投市,2011,5,11
2486,2486,南投縣,草屯鎮,2011/5/11,2.1,南投縣草屯鎮,2011,5,11
2487,2487,彰化縣,埔鹽鄉,2011/5/11,1.0,彰化縣埔鹽鄉,2011,5,11
2488,2488,彰化縣,和美鎮,2011/5/11,0.2,彰化縣和美鎮,2011,5,11
2489,2489,彰化縣,鹿港鎮,2011/5/11,0.033333333,彰化縣鹿港鎮,2011,5,11
2490,2490,高雄市,美濃區,2011/5/11,0.0,高雄市美濃區,2011,5,11
2491,2491,新竹縣,關西鎮,2012/5/11,3.7499999980000003,新竹縣關西鎮,2012,5,11
2492,2492,新竹縣,峨眉鄉,2012/5/11,3.4999999980000003,新竹縣峨眉鄉,2012,5,11
2493,2493,桃園市,楊梅區,2016/5/11,33.0,桃園市楊梅區,2016,5,11
2494,2494,新竹縣,新埔鎮,2016/5/11,4.999999999,新竹縣新埔鎮,2016,5,11
2495,2495,雲林縣,北港鎮,2017/5/11,8.437499997,雲林縣北港鎮,2017,5,11
2496,2496,屏東縣,萬丹鄉,2017/5/11,5.166666666,屏東縣萬丹鄉,2017,5,11
2497,2497,臺中市,烏日區,2017/5/11,4.999999999,臺中市烏日區,2017,5,11
2498,2498,屏東縣,崁頂鄉,2017/5/11,4.8,屏東縣崁頂鄉,2017,5,11
2499,2499,屏東縣,新園鄉,2017/5/11,3.235294117,屏東縣新園鄉,2017,5,11
2500,2500,屏東縣,屏東市,2017/5/11,3.0,屏東縣屏東市,2017,5,11
2501,2501,屏東縣,萬丹鄉,1993/5/12,5.0,屏東縣萬丹鄉,1993,5,12
2502,2502,屏東縣,萬丹鄉,2004/5/12,5.0,屏東縣萬丹鄉,2004,5,12
2503,2503,彰化縣,社頭鄉,2008/5/12,0.8,彰化縣社頭鄉,2008,5,12
2504,2504,臺中市,清水區,2009/5/12,21.25,臺中市清水區,2009,5,12
2505,2505,臺中市,外埔區,2009/5/12,15.0,臺中市外埔區,2009,5,12
2506,2506,彰化縣,埤頭鄉,2009/5/12,9.999999998,彰化縣埤頭鄉,2009,5,12
2507,2507,臺中市,后里區,2009/5/12,7.5,臺中市后里區,2009,5,12
2508,2508,彰化縣,竹塘鄉,2009/5/12,5.899999998999999,彰化縣竹塘鄉,2009,5,12
2509,2509,彰化縣,二林鎮,2009/5/12,5.499999999,彰化縣二林鎮,2009,5,12
2510,2510,臺中市,大安區,2009/5/12,4.375,臺中市大安區,2009,5,12
2511,2511,彰化縣,田尾鄉,2009/5/12,3.0,彰化縣田尾鄉,2009,5,12
2512,2512,臺中市,大甲區,2009/5/12,2.5,臺中市大甲區,2009,5,12
2513,2513,彰化縣,溪湖鎮,2009/5/12,2.25,彰化縣溪湖鎮,2009,5,12
2514,2514,彰化縣,永靖鄉,2009/5/12,2.0,彰化縣永靖鄉,2009,5,12
2515,2515,臺南市,西港區,2010/5/12,8.65,臺南市西港區,2010,5,12
2516,2516,花蓮縣,富里鄉,2010/5/12,5.499999995,花蓮縣富里鄉,2010,5,12
2517,2517,彰化縣,秀水鄉,2010/5/12,4.166666665,彰化縣秀水鄉,2010,5,12
2518,2518,臺南市,白河區,2010/5/12,3.55,臺南市白河區,2010,5,12
2519,2519,臺南市,後壁區,2010/5/12,1.9,臺南市後壁區,2010,5,12
2520,2520,彰化縣,溪湖鎮,2010/5/12,1.0,彰化縣溪湖鎮,2010,5,12
2521,2521,桃園市,楊梅區,2010/5/12,1.0,桃園市楊梅區,2010,5,12
2522,2522,嘉義縣,大林鎮,2010/5/12,0.26666666699999997,嘉義縣大林鎮,2010,5,12
2523,2523,嘉義縣,民雄鄉,2010/5/12,0.2,嘉義縣民雄鄉,2010,5,12
2524,2524,嘉義縣,新港鄉,2010/5/12,0.083333333,嘉義縣新港鄉,2010,5,12
2525,2525,嘉義縣,溪口鄉,2010/5/12,0.0,嘉義縣溪口鄉,2010,5,12
2526,2526,高雄市,美濃區,2010/5/12,0.0,高雄市美濃區,2010,5,12
2527,2527,臺南市,歸仁區,2010/5/12,0.0,臺南市歸仁區,2010,5,12
2528,2528,嘉義縣,民雄鄉,2011/5/12,2.65,嘉義縣民雄鄉,2011,5,12
2529,2529,雲林縣,莿桐鄉,2011/5/12,2.5,雲林縣莿桐鄉,2011,5,12
2530,2530,嘉義縣,太保市,2011/5/12,1.375,嘉義縣太保市,2011,5,12
2531,2531,雲林縣,大埤鄉,2011/5/12,1.125,雲林縣大埤鄉,2011,5,12
2532,2532,嘉義縣,鹿草鄉,2011/5/12,0.675,嘉義縣鹿草鄉,2011,5,12
2533,2533,雲林縣,斗南鎮,2011/5/12,0.6465517239999999,雲林縣斗南鎮,2011,5,12
2534,2534,嘉義縣,水上鄉,2011/5/12,0.5,嘉義縣水上鄉,2011,5,12
2535,2535,雲林縣,林內鄉,2011/5/12,0.3,雲林縣林內鄉,2011,5,12
2536,2536,嘉義縣,新港鄉,2011/5/12,0.275,嘉義縣新港鄉,2011,5,12
2537,2537,桃園市,楊梅區,2011/5/12,0.0,桃園市楊梅區,2011,5,12
2538,2538,嘉義縣,新港鄉,2014/5/12,3.852459016,嘉義縣新港鄉,2014,5,12
2539,2539,南投縣,名間鄉,2014/5/12,2.999999999,南投縣名間鄉,2014,5,12
2540,2540,南投縣,南投市,2014/5/12,1.8,南投縣南投市,2014,5,12
2541,2541,雲林縣,莿桐鄉,2014/5/12,1.4955223880000001,雲林縣莿桐鄉,2014,5,12
2542,2542,彰化縣,二林鎮,2014/5/12,1.25,彰化縣二林鎮,2014,5,12
2543,2543,雲林縣,虎尾鎮,2014/5/12,0.9215686270000001,雲林縣虎尾鎮,2014,5,12
2544,2544,雲林縣,斗南鎮,2014/5/12,0.816901408,雲林縣斗南鎮,2014,5,12
2545,2545,雲林縣,大埤鄉,2014/5/12,0.35,雲林縣大埤鄉,2014,5,12
2546,2546,嘉義縣,水上鄉,2014/5/12,0.012755101999999999,嘉義縣水上鄉,2014,5,12
2547,2547,嘉義縣,民雄鄉,2014/5/12,0.0,嘉義縣民雄鄉,2014,5,12
2548,2548,臺南市,下營區,2015/5/12,0.625,臺南市下營區,2015,5,12
2549,2549,新竹縣,竹北市,2015/5/12,0.5,新竹縣竹北市,2015,5,12
2550,2550,臺東縣,池上鄉,2015/5/12,0.0,臺東縣池上鄉,2015,5,12
2551,2551,臺東縣,臺東市,2015/5/12,0.0,臺東縣臺東市,2015,5,12
2552,2552,臺東縣,關山鎮,2015/5/12,0.0,臺東縣關山鎮,2015,5,12
2553,2553,臺南市,六甲區,2015/5/12,0.0,臺南市六甲區,2015,5,12
2554,2554,臺南市,西港區,2015/5/12,0.0,臺南市西港區,2015,5,12
2555,2555,臺南市,東山區,2015/5/12,0.0,臺南市東山區,2015,5,12
2556,2556,臺南市,後壁區,2015/5/12,0.0,臺南市後壁區,2015,5,12
2557,2557,臺南市,柳營區,2015/5/12,0.0,臺南市柳營區,2015,5,12
2558,2558,臺南市,新營區,2015/5/12,0.0,臺南市新營區,2015,5,12
2559,2559,彰化縣,溪洲鄉,2016/5/12,4.6,彰化縣溪洲鄉,2016,5,12
2560,2560,臺東縣,東河鄉,2016/5/12,2.285714286,臺東縣東河鄉,2016,5,12
2561,2561,彰化縣,二水鄉,2016/5/12,1.6666666669999999,彰化縣二水鄉,2016,5,12
2562,2562,彰化縣,社頭鄉,2016/5/12,1.0,彰化縣社頭鄉,2016,5,12
2563,2563,臺東縣,成功鎮,2016/5/12,0.43243243200000003,臺東縣成功鎮,2016,5,12
2564,2564,雲林縣,斗南鎮,2016/5/12,0.0,雲林縣斗南鎮,2016,5,12
2565,2565,雲林縣,莿桐鄉,2016/5/12,0.0,雲林縣莿桐鄉,2016,5,12
2566,2566,嘉義縣,大林鎮,2016/5/12,0.0,嘉義縣大林鎮,2016,5,12
2567,2567,嘉義縣,民雄鄉,2016/5/12,0.0,嘉義縣民雄鄉,2016,5,12
2568,2568,臺南市,後壁區,2016/5/12,0.0,臺南市後壁區,2016,5,12
2569,2569,臺東縣,池上鄉,2017/5/12,6.083333333,臺東縣池上鄉,2017,5,12
2570,2570,臺東縣,關山鎮,2017/5/12,5.253623188,臺東縣關山鎮,2017,5,12
2571,2571,臺南市,柳營區,2017/5/12,4.482758621,臺南市柳營區,2017,5,12
2572,2572,臺東縣,鹿野鄉,2017/5/12,4.401709402,臺東縣鹿野鄉,2017,5,12
2573,2573,臺南市,下營區,2017/5/12,3.6363636360000005,臺南市下營區,2017,5,12
2574,2574,臺南市,六甲區,2017/5/12,2.222222222,臺南市六甲區,2017,5,12
2575,2575,臺東縣,臺東市,2017/5/12,0.220588235,臺東縣臺東市,2017,5,12
2576,2576,花蓮縣,玉里鎮,1994/5/13,1.3,花蓮縣玉里鎮,1994,5,13
2577,2577,花蓮縣,富里鄉,1994/5/13,0.63,花蓮縣富里鄉,1994,5,13
2578,2578,花蓮縣,富里鄉,1999/5/13,9.0,花蓮縣富里鄉,1999,5,13
2579,2579,花蓮縣,玉里鎮,1999/5/13,8.0,花蓮縣玉里鎮,1999,5,13
2580,2580,花蓮縣,玉里鎮,2005/5/13,1.3,花蓮縣玉里鎮,2005,5,13
2581,2581,花蓮縣,富里鄉,2005/5/13,0.63,花蓮縣富里鄉,2005,5,13
2582,2582,彰化縣,溪州鄉,2008/5/13,4.999999998,彰化縣溪州鄉,2008,5,13
2583,2583,彰化縣,田中鎮,2008/5/13,3.4999999969999998,彰化縣田中鎮,2008,5,13
2584,2584,彰化縣,社頭鄉,2008/5/13,2.499999999,彰化縣社頭鄉,2008,5,13
2585,2585,彰化縣,二水鄉,2008/5/13,1.40625,彰化縣二水鄉,2008,5,13
2586,2586,彰化縣,員林鎮,2008/5/13,0.875,彰化縣員林鎮,2008,5,13
2587,2587,臺南市,柳營區,2009/5/13,25.0,臺南市柳營區,2009,5,13
2588,2588,嘉義縣,新港鄉,2009/5/13,17.59259259,嘉義縣新港鄉,2009,5,13
2589,2589,臺中市,龍井區,2009/5/13,15.625,臺中市龍井區,2009,5,13
2590,2590,臺中市,梧棲區,2009/5/13,15.0,臺中市梧棲區,2009,5,13
2591,2591,臺南市,東山區,2009/5/13,14.09090909,臺南市東山區,2009,5,13
2592,2592,臺中市,大肚區,2009/5/13,13.33333333,臺中市大肚區,2009,5,13
2593,2593,臺中市,霧峰區,2009/5/13,12.5,臺中市霧峰區,2009,5,13
2594,2594,南投縣,草屯鎮,2009/5/13,12.4,南投縣草屯鎮,2009,5,13
2595,2595,嘉義縣,太保市,2009/5/13,11.17449664,嘉義縣太保市,2009,5,13
2596,2596,臺南市,六甲區,2009/5/13,9.090909083,臺南市六甲區,2009,5,13
2597,2597,嘉義縣,溪口鄉,2009/5/13,6.710526315,嘉義縣溪口鄉,2009,5,13
2598,2598,臺中市,烏日區,2009/5/13,6.666666666,臺中市烏日區,2009,5,13
2599,2599,嘉義縣,大林鎮,2009/5/13,5.7971014489999995,嘉義縣大林鎮,2009,5,13
2600,2600,花蓮縣,富里鄉,2009/5/13,1.333333333,花蓮縣富里鄉,2009,5,13
2601,2601,高雄市,美濃區,2009/5/13,0.0,高雄市美濃區,2009,5,13
2602,2602,南投縣,名間鄉,2010/5/13,54.99999982,南投縣名間鄉,2010,5,13
2603,2603,雲林縣,二崙鄉,2010/5/13,20.07936508,雲林縣二崙鄉,2010,5,13
2604,2604,雲林縣,莿桐鄉,2010/5/13,15.83333333,雲林縣莿桐鄉,2010,5,13
2605,2605,南投縣,草屯鎮,2010/5/13,9.833333332999999,南投縣草屯鎮,2010,5,13
2606,2606,雲林縣,西螺鎮,2010/5/13,9.365079364,雲林縣西螺鎮,2010,5,13
2607,2607,花蓮縣,富里鄉,2010/5/13,9.0,花蓮縣富里鄉,2010,5,13
2608,2608,花蓮縣,玉里鎮,2010/5/13,8.0,花蓮縣玉里鎮,2010,5,13
2609,2609,雲林縣,大埤鄉,2010/5/13,6.434878587,雲林縣大埤鄉,2010,5,13
2610,2610,雲林縣,斗六市,2010/5/13,4.550561797,雲林縣斗六市,2010,5,13
2611,2611,屏東縣,萬丹鄉,2010/5/13,0.0,屏東縣萬丹鄉,2010,5,13
2612,2612,台南市,後壁區,2013/5/13,67.4,台南市後壁區,2013,5,13
2613,2613,嘉義縣,民雄鄉,2013/5/13,44.6,嘉義縣民雄鄉,2013,5,13
2614,2614,宜蘭縣,礁溪鄉,2013/5/13,38.8,宜蘭縣礁溪鄉,2013,5,13
2615,2615,雲林縣,莿桐鄉,2013/5/13,13.2,雲林縣莿桐鄉,2013,5,13
2616,2616,宜蘭縣,三星鄉,2013/5/13,7.6,宜蘭縣三星鄉,2013,5,13
2617,2617,南投縣,名間鄉,2013/5/13,5.0,南投縣名間鄉,2013,5,13
2618,2618,南投縣,南投市,2013/5/13,5.0,南投縣南投市,2013,5,13
2619,2619,南投縣,草屯鎮,2013/5/13,5.0,南投縣草屯鎮,2013,5,13
2620,2620,臺東縣,鹿野鄉,2014/5/13,12.4,臺東縣鹿野鄉,2014,5,13
2621,2621,高雄市,美濃區,2014/5/13,5.666666662999999,高雄市美濃區,2014,5,13
2622,2622,雲林縣,斗南鎮,2014/5/13,2.6190476190000003,雲林縣斗南鎮,2014,5,13
2623,2623,臺東縣,關山鎮,2014/5/13,0.636363636,臺東縣關山鎮,2014,5,13
2624,2624,臺東縣,池上鄉,2014/5/13,0.454545455,臺東縣池上鄉,2014,5,13
2625,2625,臺東縣,臺東市,2014/5/13,0.454545455,臺東縣臺東市,2014,5,13
2626,2626,臺南市,柳營區,2014/5/13,0.04444444400000001,臺南市柳營區,2014,5,13
2627,2627,臺南市,下營區,2014/5/13,0.033333333,臺南市下營區,2014,5,13
2628,2628,臺南市,後壁區,2014/5/13,0.027472527000000004,臺南市後壁區,2014,5,13
2629,2629,高雄市,大寮區,2014/5/13,0.0,高雄市大寮區,2014,5,13
2630,2630,臺南市,六甲區,2014/5/13,0.0,臺南市六甲區,2014,5,13
